text,intent
could you explain how does cancellation work for within 7 days,cancellation_policy
could you explain will I be charged if I cancel for promotional booking,cancellation_policy
please tell me is cancellation flexible for advance purchase rate,cancellation_policy
what's your cancellation policy for within 7 days,cancellation_policy
could you explain could you explain can I cancel without penalty with penalty,cancellation_policy
could you explain can I cancel without penalty if I miss my check-in,cancellation_policy
please tell me is there a cancellation fee before check-in,cancellation_policy
could you explain what are the rules for cancellation for flexible booking,cancellation_policy
does your hotel offer cancellation flexibility anytime,cancellation_policy
could you explain can I cancel my booking after payment,cancellation_policy
could you explain am I eligible for refund if I cancel for early departure,cancellation_policy
please tell me is cancellation free for if I do not show up,cancellation_policy
could you explain please tell me is there a cancellation fee anytime,cancellation_policy
could you explain can I cancel anytime within 7 days,cancellation_policy
could you explain what are the rules for cancellation within 24 hours,cancellation_policy
could you explain can I cancel my booking before check-in,cancellation_policy
could you explain what fees apply if I cancel with penalty,cancellation_policy
please tell me is free cancellation available on the day of arrival,cancellation_policy
please tell me is cancellation allowed for flexible booking,cancellation_policy
could you explain how does cancellation work for during holidays,cancellation_policy
does your hotel offer cancellation flexibility if I do not show up,cancellation_policy
could you explain will I be charged if I cancel within 48 hours,cancellation_policy
please tell me is cancellation free for for advance purchase rate,cancellation_policy
please tell me is free cancellation available if I miss my check-in,cancellation_policy
could you explain what fees apply if I cancel without penalty,cancellation_policy
could you explain what fees apply if I cancel within 24 hours,cancellation_policy
does your hotel offer cancellation flexibility within 72 hours,cancellation_policy
please tell me is free cancellation available for advance purchase rate,cancellation_policy
could you explain will I be charged if I cancel without penalty,cancellation_policy
could you explain what are the rules for cancellation within 7 days,cancellation_policy
could you explain what's your cancellation policy for within 7 days,cancellation_policy
what's your cancellation policy,cancellation_policy
please tell me is free cancellation available with penalty,cancellation_policy
please tell me is cancellation flexible anytime,cancellation_policy
could you explain could you explain what fees apply if I cancel within 24 hours,cancellation_policy
could you explain am I eligible for refund if I cancel after booking confirmation,cancellation_policy
could you explain am I eligible for refund if I cancel without penalty,cancellation_policy
could you explain can I cancel without penalty before check-in,cancellation_policy
could you explain what penalties apply for cancellation for early departure,cancellation_policy
could you explain am I eligible for refund if I cancel if I miss my check-in,cancellation_policy
could you explain am I eligible for refund if I cancel during holidays,cancellation_policy
please tell me is free cancellation available for non-refundable booking,cancellation_policy
please tell me is cancellation free for for non-refundable booking,cancellation_policy
could you explain how does cancellation work for after booking confirmation,cancellation_policy
could you explain can I get a refund if I cancel within 24 hours,cancellation_policy
could you explain can I cancel without penalty for non-refundable booking,cancellation_policy
could you explain what are the rules for cancellation within 72 hours,cancellation_policy
could you explain how does cancellation work for anytime,cancellation_policy
could you explain what fees apply if I cancel for early departure,cancellation_policy
could you explain what penalties apply for cancellation on the day of arrival,cancellation_policy
could you explain could you explain will I be charged if I cancel for promotional booking,cancellation_policy
does your hotel offer cancellation flexibility after payment,cancellation_policy
could you explain please tell me is there a cancellation fee within 7 days,cancellation_policy
what's your cancellation policy for within 24 hours,cancellation_policy
